age,highschool_gpa,college_gpa,internships,projects,certifications,hackathons,communication_skills,technical_skills,aptitude_score,coding_score,attendance_percentage,backlogs,volunteering,english_proficiency,quantitative_score,logical_reasoning,extracurricular,leadership_experience,placed
24,2.35,2.46,0,7,4,4,7,3,70,88,62.27,2,1,5,80,20,2,0,1
21,3.43,3.58,0,7,1,1,3,6,56,20,88.88,2,0,7,11,11,3,0,0
24,3.41,3.18,0,4,2,3,10,4,34,22,82.43,1,1,5,11,76,4,0,0
21,2.47,2.46,1,3,0,2,10,4,34,60,75.37,2,0,4,84,64,3,0,0
24,2.54,2.96,0,9,0,3,7,3,42,29,54.43,4,1,9,71,81,1,1,0
22,3.31,2.81,3,7,5,0,10,10,38,45,78.62,4,0,5,21,77,1,0,0
21,2.78,3.75,2,2,0,0,10,1,77,59,57.77,4,0,6,73,94,2,0,0
24,2.39,2.06,2,1,5,2,5,8,61,17,90.81,4,1,2,83,87,0,0,0
20,3.46,3.79,0,2,4,1,9,5,65,61,96.73,1,1,1,61,11,3,0,1
22,2.31,3.3,1,3,5,0,6,2,44,96,73.91,3,1,3,63,51,1,0,1
22,3.71,3.48,3,5,1,0,7,1,38,44,72.03,0,1,7,27,88,4,0,0
20,3.03,2.01,3,3,2,2,4,1,45,60,74.44,1,1,1,88,99,3,1,0
24,2.21,3.26,2,9,0,1,2,4,35,58,53.36,1,0,1,27,13,4,0,0
23,3.39,3.18,2,4,3,3,4,4,62,34,61.85,0,1,8,3,17,4,1,0
20,3.04,3.07,3,7,2,4,9,6,71,21,97.03,0,1,3,44,23,2,1,0
24,2.6,3.57,2,4,3,2,3,7,88,23,67.25,3,0,2,89,25,2,1,0
20,2.85,3.11,0,3,4,1,7,1,65,86,79.57,3,0,8,12,93,4,0,0
20,2.6,3.71,3,1,0,4,4,10,63,50,82.46,4,1,10,82,60,3,1,0
21,2.53,2.47,2,9,2,2,3,2,31,64,93.86,3,1,2,97,67,2,1,0
24,2.33,3.61,0,1,2,3,5,3,42,14,61.91,3,1,10,79,63,3,0,0
23,2.73,2.36,0,1,0,3,2,9,72,27,94.51,0,1,7,3,39,2,0,0
21,2.5,3.63,3,1,1,1,10,4,86,41,69.58,2,1,7,60,28,0,0,0
20,3.37,3.88,0,5,4,1,4,6,36,19,96.09,4,1,10,83,17,1,1,0
20,3.37,2.67,3,7,0,3,7,2,88,99,70.57,4,1,6,25,67,0,0,1
20,3.0,3.06,0,7,5,3,2,2,88,42,55.2,1,1,1,93,58,0,1,0
24,3.56,3.32,3,1,2,2,10,2,80,79,52.61,3,0,1,5,96,1,1,1
24,3.68,2.16,3,6,1,1,6,5,32,68,98.36,3,0,3,76,55,2,1,0
21,3.16,2.99,3,9,2,4,5,9,56,62,56.07,0,1,4,55,65,2,0,1
23,3.24,2.72,3,6,3,3,3,6,83,42,77.06,3,1,9,99,11,0,1,0
21,2.57,3.74,0,4,2,4,5,9,93,78,76.35,1,0,7,80,21,2,1,1
22,3.79,3.75,3,9,4,1,10,6,63,1,70.07,0,0,1,26,61,4,0,0
20,2.05,3.4,2,3,0,1,7,9,52,87,70.9,4,1,4,34,25,4,0,1
20,2.7,3.31,0,4,2,0,3,5,77,76,73.79,3,1,6,96,13,2,1,0
20,3.44,3.47,3,4,5,3,8,1,84,22,54.98,3,0,6,81,8,4,0,0
21,2.16,2.73,0,4,3,1,7,6,46,11,89.55,1,0,7,57,73,1,1,0
21,2.37,2.81,0,6,3,1,4,4,91,45,68.85,1,1,9,83,6,0,1,0
20,3.18,3.11,0,7,0,3,5,9,90,32,62.23,0,0,6,62,46,2,0,0
21,3.12,3.88,0,9,3,0,10,6,90,43,65.91,4,0,1,32,57,0,0,0
24,3.48,3.45,3,3,0,0,4,1,73,24,80.59,1,0,3,94,19,1,0,0
24,3.63,3.1,0,8,4,0,2,6,100,34,88.76,1,0,1,100,78,0,1,0
21,2.26,3.54,2,8,0,0,9,3,32,34,57.67,4,1,6,82,55,2,1,0
20,2.04,2.74,0,1,1,2,1,3,96,64,79.63,2,1,7,96,42,1,1,0
21,3.38,3.46,0,5,3,3,8,7,37,42,71.12,0,0,3,80,97,1,0,0
21,2.6,2.82,2,5,3,3,4,2,55,67,93.1,2,1,10,32,59,4,0,0
21,3.25,2.56,3,8,5,3,9,9,44,61,97.46,4,0,9,99,51,2,0,0
22,2.3,3.22,2,8,2,0,3,9,34,30,83.93,3,1,1,68,87,1,0,0
24,2.94,3.37,1,2,1,0,7,7,42,27,79.49,0,1,1,39,65,1,0,0
23,3.01,2.92,2,3,2,1,3,9,41,10,89.02,4,1,7,46,19,0,1,0
23,3.17,3.13,3,2,0,2,10,6,92,31,74.79,4,0,5,44,12,4,0,0
22,3.03,3.39,2,1,4,3,7,9,37,65,52.77,0,0,5,26,24,0,1,1
21,2.99,3.54,0,2,5,2,2,10,63,59,85.05,2,0,5,6,35,1,1,1
22,2.67,3.79,3,6,3,3,3,2,51,50,79.02,3,1,5,57,2,1,1,0
22,2.14,2.71,1,1,4,0,8,5,79,58,57.57,2,1,2,13,46,0,1,0
20,2.18,3.9,3,6,0,0,7,6,41,76,60.65,1,1,1,3,11,0,0,1
24,2.87,3.27,0,1,0,3,3,6,51,16,61.53,2,1,5,81,59,1,0,0
23,2.71,3.58,1,2,1,4,8,4,87,67,86.62,1,1,10,33,96,1,0,1
21,3.03,3.4,3,8,2,0,9,4,48,94,75.92,0,1,9,79,27,4,0,1
23,2.61,2.41,3,6,3,1,2,5,34,37,52.39,1,0,8,90,74,1,1,0
23,3.38,2.14,0,9,3,0,2,6,45,63,91.9,4,1,9,37,80,1,0,0
24,3.73,3.45,2,1,4,1,7,8,70,2,82.25,1,1,3,19,13,2,1,0
23,2.6,3.02,2,5,1,2,8,10,48,53,86.66,4,0,2,45,30,3,1,0
23,2.39,3.4,1,7,5,0,5,1,94,75,96.87,4,0,5,18,68,3,0,1
22,2.23,2.95,0,9,0,0,2,8,51,43,63.01,2,1,7,0,65,1,1,0
24,3.23,2.62,0,9,1,2,10,2,46,81,79.48,3,1,4,22,59,4,1,0
20,2.89,2.57,2,4,3,1,5,7,64,29,88.01,2,0,2,61,76,2,1,0
21,2.38,3.46,2,4,5,4,3,4,68,74,75.64,2,0,9,72,19,1,0,1
23,3.31,2.55,1,4,2,1,9,8,84,87,74.3,4,0,6,27,10,2,0,1
21,2.3,3.43,2,3,4,3,2,6,34,84,96.44,3,0,3,83,77,0,0,1
20,3.11,2.77,1,8,0,3,9,5,40,53,62.18,4,1,1,79,3,4,0,0
21,3.05,3.54,3,5,0,3,2,10,69,47,82.64,3,0,1,76,51,3,1,0
20,3.47,2.29,1,7,0,2,1,10,33,34,98.51,1,1,8,32,46,2,1,0
22,2.11,2.41,1,6,2,1,10,5,87,67,61.0,4,1,4,2,66,1,1,0
23,3.78,3.37,1,9,3,0,6,4,94,25,73.12,2,1,9,78,10,0,0,0
20,3.41,3.12,3,3,3,3,6,3,93,71,98.77,4,0,5,15,49,4,0,1
21,2.43,2.41,2,6,1,1,4,3,96,87,51.79,0,1,5,29,88,2,0,1
23,2.37,3.81,1,3,5,0,2,3,63,55,81.49,0,0,8,24,22,0,0,1
22,2.86,2.55,2,2,1,1,10,7,87,75,70.23,0,1,7,77,80,2,0,1
23,3.64,2.84,1,3,3,2,3,8,96,68,88.55,2,0,8,0,61,2,1,1
20,3.69,2.4,2,2,0,3,6,8,36,79,66.16,2,0,4,32,52,2,0,0
22,3.04,2.78,1,2,2,4,4,2,64,63,68.64,0,1,10,36,94,4,1,0
21,3.72,2.98,2,7,3,3,5,3,58,95,75.78,2,1,2,28,13,4,0,1
22,2.01,2.59,0,3,2,3,9,2,54,28,67.29,2,0,6,36,46,3,0,0
22,2.07,3.54,3,8,4,2,5,6,57,96,62.98,2,1,7,60,17,2,0,1
24,3.82,2.79,1,2,0,0,10,3,98,77,67.77,0,0,6,7,66,0,0,1
22,3.55,3.46,3,7,4,3,8,6,56,58,95.4,1,1,3,0,98,1,0,1
22,2.9,2.41,1,3,3,0,2,4,37,24,67.13,1,0,3,62,82,2,0,0
23,3.51,2.75,0,9,1,0,6,10,67,71,94.97,3,1,5,87,22,3,1,0
21,3.91,2.02,0,7,3,2,6,10,38,26,60.25,4,0,7,64,94,4,0,0
23,3.54,3.52,3,9,4,3,5,6,72,98,83.61,1,1,2,45,59,3,1,1
23,3.68,3.25,1,2,2,2,6,3,54,21,87.25,3,0,4,42,58,3,0,0
20,3.52,3.64,2,6,5,2,5,5,95,70,55.57,1,0,8,9,87,2,1,1
23,2.34,2.91,1,5,5,4,2,8,46,99,77.2,0,0,3,81,49,2,0,1
24,3.67,3.6,2,2,3,2,5,3,36,46,50.65,3,1,7,84,60,0,0,0
24,2.39,3.3,3,4,1,4,1,9,51,75,96.41,0,1,10,9,16,0,0,1
20,3.79,2.01,3,4,4,0,3,9,39,54,76.21,0,0,3,61,53,3,1,0
21,2.92,2.51,0,8,3,0,7,7,42,8,51.84,3,1,8,85,90,0,0,0
21,3.35,2.99,2,7,4,1,4,8,71,53,84.16,3,1,7,50,8,0,0,0
23,2.99,3.24,1,5,4,1,8,9,57,63,94.29,1,1,1,44,31,1,1,1
23,2.19,2.13,0,9,0,0,3,1,88,98,86.88,1,0,4,72,77,0,0,1
23,2.58,3.41,3,1,5,3,7,7,40,38,56.69,4,0,7,72,21,3,0,0
21,3.97,3.09,0,4,5,1,2,10,38,82,76.99,1,0,5,44,39,2,0,1
22,3.92,3.05,1,5,2,2,8,3,84,91,86.65,3,1,3,84,77,4,0,1
24,2.64,2.58,1,8,0,1,3,6,34,92,90.03,1,1,2,57,100,2,1,1
22,3.99,3.19,3,3,5,0,6,9,98,7,50.8,3,1,9,94,51,3,1,0
22,3.69,2.05,0,5,4,3,2,10,67,26,64.19,4,1,10,65,77,4,0,0
21,3.22,2.13,2,3,1,0,7,8,95,68,94.23,3,0,6,23,27,1,0,0
22,2.08,3.47,2,7,1,3,4,2,93,92,62.92,4,1,10,96,43,3,0,1
20,3.8,2.64,2,3,0,1,6,4,54,98,73.63,4,1,1,74,53,3,1,0
23,3.11,2.69,1,7,1,2,2,5,81,32,84.83,4,0,5,64,96,3,1,0
20,3.74,2.42,0,2,4,2,3,10,67,95,99.28,0,1,7,54,47,2,0,1
24,3.67,2.89,2,7,3,0,3,6,48,84,71.29,2,1,8,50,21,4,1,1
23,3.67,2.1,0,9,4,3,4,7,54,9,75.18,3,1,5,71,100,1,0,0
22,3.4,2.6,3,5,5,1,1,4,77,15,77.93,1,0,10,72,34,0,1,0
24,2.58,3.05,2,6,3,3,6,4,90,10,61.71,2,1,10,20,44,4,0,0
23,2.67,2.93,0,3,1,3,6,5,64,18,68.43,2,0,1,46,27,3,1,0
22,2.62,4.0,1,5,2,3,4,9,80,63,71.72,0,1,2,21,100,3,0,1
20,2.04,2.78,3,5,2,1,8,9,44,51,50.97,3,0,4,28,66,3,1,0
23,3.17,2.77,3,3,4,3,5,1,78,76,50.38,3,0,10,39,85,3,1,1
22,3.4,3.01,3,8,4,2,10,5,59,14,61.22,1,0,1,2,37,1,1,0
20,3.71,2.38,3,6,1,0,4,5,50,41,75.61,0,0,4,48,52,2,0,0
24,2.28,3.75,1,3,2,4,7,7,70,99,97.78,2,1,6,24,86,4,1,1
24,3.09,3.14,1,1,2,3,10,8,32,95,98.63,3,0,6,81,5,1,0,1
24,2.02,2.38,2,1,4,2,10,3,53,82,82.36,0,1,2,10,13,1,1,1
24,2.19,3.59,1,2,5,2,8,1,46,78,91.35,4,0,1,93,85,1,0,0
21,2.11,2.07,1,5,2,0,2,2,37,37,95.03,3,0,8,88,35,1,1,0
23,3.45,3.97,3,7,4,0,1,6,35,85,91.96,2,0,9,74,83,1,0,1
23,2.16,3.73,1,1,0,4,6,6,38,48,77.19,4,1,9,97,50,1,0,0
21,3.43,3.16,3,1,2,4,2,5,44,76,85.21,4,0,7,87,86,1,0,0
22,2.5,2.22,0,4,3,4,8,5,93,83,50.18,4,0,4,47,76,2,1,0
22,3.76,2.43,0,6,1,1,5,9,79,48,82.4,2,0,2,31,43,2,1,0
24,3.63,2.56,0,9,4,1,2,7,40,78,71.29,0,1,7,2,44,1,1,1
20,3.92,2.48,0,1,2,2,5,6,75,70,82.24,3,1,6,44,72,3,0,0
22,3.77,3.0,0,5,2,0,2,7,74,54,84.72,0,0,7,88,40,0,1,1
20,3.87,3.89,0,9,5,3,6,3,88,21,54.89,2,0,1,19,5,1,1,0
23,3.72,2.89,0,8,4,0,8,7,54,42,93.73,1,1,4,19,91,4,1,0
20,3.39,3.32,3,7,3,1,2,3,41,49,58.79,3,0,1,50,6,4,0,0
23,2.34,3.38,3,2,2,2,6,8,55,83,50.52,3,0,7,80,82,1,0,1
21,2.54,3.74,3,9,0,3,6,10,66,18,71.49,1,1,6,19,94,2,0,0
21,2.43,2.07,3,8,1,4,1,10,52,90,54.48,4,0,10,81,98,4,1,0
24,3.21,2.81,1,9,4,4,9,9,94,71,97.8,3,1,8,13,92,2,1,1
22,3.01,3.57,1,9,2,1,8,3,74,17,64.19,3,0,2,97,46,0,1,0
24,3.73,3.63,2,9,5,2,4,7,64,9,61.18,3,1,8,79,32,3,0,0
23,3.91,3.85,1,3,5,0,7,8,77,49,63.1,2,1,8,31,21,2,1,1
24,2.81,3.41,3,7,1,1,4,3,57,48,64.17,1,0,2,71,66,4,0,0
20,3.01,2.49,3,1,4,0,8,6,30,40,53.13,3,0,7,41,76,0,0,0
23,3.94,3.01,0,9,4,3,10,7,70,98,77.0,1,0,3,79,12,3,1,1
21,2.55,2.06,0,9,4,0,2,4,52,14,50.9,4,1,5,38,55,2,1,0
22,3.58,3.29,2,3,3,3,2,6,61,22,87.34,3,0,8,37,76,3,0,0
23,2.45,3.11,1,5,0,2,3,7,36,75,88.39,0,1,1,63,11,0,1,1
23,3.36,3.33,3,8,5,1,4,7,84,26,69.98,0,1,1,3,4,0,0,1
20,2.51,3.86,1,6,4,0,6,1,72,5,98.54,0,0,10,98,76,1,0,0
22,3.77,3.37,2,9,3,2,5,2,43,23,89.09,0,0,8,91,54,1,1,0
21,3.12,2.64,0,3,4,2,10,1,43,85,56.15,2,0,6,62,75,2,0,0
23,2.37,2.4,3,7,4,0,10,9,70,8,98.99,4,0,3,60,73,4,1,0
23,2.45,3.71,0,6,3,4,7,7,43,73,92.26,3,0,8,77,14,1,1,0
20,2.99,2.39,3,5,0,4,6,7,57,61,85.2,4,0,8,4,65,2,1,0
24,3.92,2.32,0,4,1,3,4,3,59,66,82.67,0,0,9,65,37,3,0,0
21,3.54,2.41,0,5,5,2,10,5,83,69,80.24,4,0,10,44,79,0,0,0
22,2.98,3.02,2,4,2,1,9,2,88,89,99.51,4,1,10,49,96,1,1,1
23,2.68,2.25,1,3,4,1,7,5,41,77,73.92,2,1,6,87,97,2,1,0
23,3.1,3.88,0,7,0,2,1,8,68,99,58.29,0,1,7,2,54,0,0,1
21,3.5,3.93,3,6,5,4,8,10,99,41,64.72,1,0,6,22,88,3,0,1
24,3.57,3.95,1,4,2,2,4,3,96,59,68.76,4,1,3,10,54,1,1,0
23,2.65,2.08,1,9,4,3,7,4,44,82,65.82,4,1,9,37,46,1,1,0
21,3.44,3.89,0,1,2,2,2,8,33,47,51.52,0,0,1,55,89,3,1,0
20,3.32,3.99,0,1,3,0,3,2,73,55,53.69,2,1,5,34,13,4,0,0
24,3.92,3.88,0,9,5,4,1,1,68,86,50.25,3,1,6,64,14,2,1,1
22,3.86,3.34,1,7,0,0,2,3,99,4,83.96,0,1,6,5,34,3,0,0
23,3.58,3.4,2,2,0,0,5,2,66,78,83.23,3,0,1,69,30,0,0,0
21,3.45,2.24,0,5,5,2,2,10,87,93,53.41,1,0,8,39,33,0,0,1
20,2.55,3.75,1,4,1,2,6,2,61,96,65.76,3,0,1,89,72,4,0,1
22,3.69,2.12,1,1,1,1,6,4,57,53,64.15,4,0,3,34,6,3,0,0
21,2.86,2.64,3,9,2,0,6,6,33,37,72.68,2,1,8,12,37,2,1,0
21,2.54,3.98,0,6,3,2,3,10,39,18,67.93,1,1,8,24,0,3,0,0
22,2.77,2.84,2,6,2,1,3,10,56,68,91.03,2,1,1,85,86,4,0,1
20,3.67,2.26,3,4,4,0,10,5,65,72,94.13,2,1,1,80,13,1,1,1
20,2.3,3.94,0,2,0,1,7,4,34,70,60.3,3,0,8,77,24,3,1,0
24,2.91,3.97,3,8,2,4,4,8,79,23,56.05,2,1,2,66,7,4,0,0
23,2.98,2.37,0,8,2,3,6,5,61,79,91.97,1,1,5,67,39,4,1,1
22,2.07,3.73,3,3,5,0,8,2,52,100,75.07,2,0,8,98,5,1,0,1
22,2.39,2.78,2,7,0,2,3,4,90,9,66.22,1,1,5,46,78,4,0,0
22,3.65,2.76,3,7,0,4,9,7,30,84,52.57,4,1,7,54,19,2,1,0
20,3.66,2.53,3,5,1,1,9,4,60,20,80.31,4,0,6,91,80,4,1,0
23,2.58,2.09,3,5,1,3,3,6,48,14,60.39,3,0,5,42,95,1,0,0
24,3.75,2.54,0,8,0,0,6,2,83,63,51.88,0,0,3,1,58,3,1,1
21,3.54,2.11,0,4,2,3,5,9,63,12,72.24,4,0,6,44,5,4,1,0
21,2.84,3.85,2,1,4,4,4,4,33,70,79.86,0,0,9,47,38,4,0,1
22,3.5,3.32,3,1,2,3,8,1,77,39,58.57,1,1,7,61,91,2,0,0
23,3.92,3.77,1,9,4,0,10,3,77,7,82.57,0,1,10,37,9,1,1,0
20,2.92,3.43,3,4,0,4,9,7,78,37,59.44,2,0,1,46,8,1,0,0
23,2.48,2.26,1,1,5,1,9,10,89,51,51.04,1,0,5,3,100,1,1,1
23,3.88,3.88,1,2,4,0,5,9,73,1,57.45,2,0,7,59,33,1,0,0
20,3.21,3.8,3,7,1,3,5,6,63,100,79.35,0,0,7,48,76,1,1,1
22,2.21,2.7,1,2,5,0,3,4,85,21,81.77,2,0,7,75,54,0,1,0
23,3.15,2.22,1,1,0,4,9,2,35,3,93.24,1,0,6,33,74,3,0,0
21,3.0,3.41,3,9,3,3,1,9,65,51,53.12,2,0,2,100,74,4,0,1
20,3.71,3.46,0,5,4,1,3,8,64,6,97.65,0,1,2,43,93,4,0,0
24,3.06,3.79,3,4,4,2,7,7,54,0,76.1,2,1,10,93,91,4,0,0
22,2.51,2.11,2,4,5,1,7,2,78,82,62.28,2,1,6,84,86,2,0,1
20,3.35,2.28,1,1,3,0,5,2,84,57,68.27,3,1,1,55,60,1,0,0
24,3.09,3.2,2,3,3,2,6,8,70,61,52.78,1,0,6,91,58,3,1,1
24,2.47,3.24,1,1,0,4,4,9,86,93,55.5,3,1,5,41,78,4,1,1
23,3.15,2.07,0,5,5,3,8,9,51,65,94.12,0,0,1,49,10,1,1,0
23,3.64,2.79,1,5,2,3,4,8,73,54,55.3,4,1,5,68,12,1,0,0
23,2.06,3.17,3,9,3,4,10,1,58,12,52.79,0,1,4,32,61,1,1,0
20,3.26,3.48,1,8,4,0,6,5,100,27,79.91,0,1,9,97,91,2,0,1
20,2.7,2.63,2,5,3,1,5,7,77,13,69.14,0,0,1,95,70,3,0,0
22,2.59,2.97,3,5,0,2,10,10,32,2,70.3,0,0,10,90,94,4,1,0
23,2.79,3.63,2,7,0,4,6,6,74,15,56.01,3,1,3,66,21,0,0,0
24,2.68,3.91,0,2,4,0,3,1,49,88,52.21,0,0,2,41,37,2,1,1
21,3.66,2.46,2,7,4,0,3,10,65,45,93.29,2,0,1,43,13,2,1,0
22,2.55,2.51,2,1,4,2,10,6,89,2,69.48,0,1,2,67,5,0,0,0
20,3.47,3.88,2,5,2,4,7,4,47,97,55.51,4,0,7,99,30,2,0,1
22,2.19,2.79,3,6,4,1,1,3,95,2,60.01,1,0,5,56,50,4,1,0
22,3.9,3.44,0,1,5,1,1,4,60,40,55.15,3,0,2,35,2,3,1,0
22,3.24,3.22,0,9,0,4,1,8,38,28,73.9,3,0,4,40,16,3,0,0
22,3.41,2.57,0,9,0,3,6,6,49,39,90.18,3,1,6,55,19,4,0,0
21,2.6,3.31,2,1,3,1,4,9,49,18,69.67,3,0,8,2,6,4,1,0
23,2.82,3.31,3,4,4,3,6,5,76,19,80.99,0,1,6,55,16,3,0,0
24,2.45,3.18,3,8,2,4,1,9,30,20,83.77,4,0,6,55,57,4,0,0
22,3.87,2.2,3,2,5,0,4,4,43,19,85.6,0,1,6,64,89,2,0,0
22,2.98,3.99,2,8,1,4,4,4,30,91,80.28,1,1,5,38,26,3,0,1
22,3.26,2.8,0,9,3,0,2,6,98,46,77.7,1,0,5,39,12,0,1,0
23,3.47,3.28,2,9,5,4,1,10,39,90,73.92,0,1,6,38,4,0,0,1
20,2.74,3.77,3,1,2,3,8,7,78,43,73.68,0,1,6,26,64,4,0,1
20,3.44,2.85,2,9,4,3,6,2,43,88,66.65,0,0,1,66,16,0,1,1
21,3.35,3.55,1,4,2,4,4,4,89,1,75.23,4,0,7,99,36,0,0,0
20,3.41,3.94,0,8,1,0,2,8,71,42,73.95,3,1,6,100,15,3,1,0
22,2.98,2.72,0,9,5,4,5,9,88,56,65.97,1,1,6,93,17,2,0,1
22,2.77,2.81,3,3,2,0,9,5,54,87,65.06,1,1,1,64,91,1,1,1
22,2.44,3.81,2,6,1,3,7,6,65,96,72.3,3,1,7,73,2,0,1,1
21,3.65,2.32,3,3,1,2,4,10,64,18,90.15,3,1,6,2,17,4,0,0
22,3.22,2.06,2,1,5,1,5,7,40,89,62.39,1,1,10,2,40,1,1,1
20,2.89,3.82,1,6,1,3,8,7,39,63,92.27,1,1,2,36,93,0,1,1
23,3.89,3.64,0,5,5,4,5,3,37,45,86.2,4,1,8,97,95,2,0,0
23,2.1,3.95,0,3,2,4,6,2,52,40,63.09,1,0,8,19,77,0,1,0
24,3.7,2.12,2,4,4,0,10,10,35,66,50.69,0,0,7,10,16,4,0,1
20,4.0,2.31,0,2,0,1,6,8,93,90,53.84,0,1,7,82,82,2,1,1
22,3.77,2.21,2,4,0,3,8,9,75,13,94.14,3,0,7,90,60,4,0,0
23,3.62,3.37,3,4,2,1,5,8,67,19,90.35,3,1,4,23,46,4,0,0
20,2.75,3.21,1,3,4,1,1,8,54,34,68.98,0,1,1,69,71,4,0,0
23,2.46,2.72,2,6,0,3,4,2,31,86,53.09,3,1,9,64,67,4,1,0
22,3.47,2.11,1,1,1,0,3,4,53,24,90.56,0,0,1,82,23,4,0,0
23,2.61,3.28,3,9,2,0,2,6,96,3,62.76,4,0,5,73,92,2,0,0
24,2.35,3.14,3,3,2,0,7,8,100,56,97.66,3,0,10,31,46,3,1,1
24,3.57,2.23,3,3,3,2,7,2,90,1,76.14,2,1,9,61,55,2,1,0
23,2.63,3.82,2,3,3,1,8,8,38,65,85.76,1,0,2,54,74,3,1,1
20,3.83,2.4,1,7,3,2,10,1,74,88,73.09,0,1,5,100,75,2,1,1
20,3.68,3.49,1,8,5,0,5,6,45,86,51.38,1,0,1,35,13,4,0,1
20,3.7,3.77,0,2,4,3,1,8,43,20,53.16,1,0,2,65,70,2,0,0
23,3.54,3.16,2,1,2,1,6,8,55,88,98.8,3,1,1,36,66,2,0,1
20,3.76,2.49,0,5,3,3,6,7,75,90,70.61,1,1,3,13,95,3,1,1
22,3.61,2.62,0,8,2,4,8,7,87,51,59.16,2,1,4,45,10,2,1,0
24,3.21,3.77,2,3,1,1,10,10,59,74,86.01,3,0,1,76,1,2,1,1
22,2.59,2.6,0,6,3,3,2,9,85,77,94.11,0,0,10,55,16,0,0,1
20,3.78,3.49,0,3,2,0,9,2,61,80,63.35,1,0,1,49,41,4,0,1
22,3.68,3.98,0,6,4,2,6,1,52,14,78.56,1,1,2,60,57,4,0,0
20,2.95,4.0,3,4,5,3,1,2,46,45,62.27,4,1,4,16,22,0,1,0
23,2.08,3.07,2,7,4,4,9,3,53,30,91.13,0,1,2,26,32,2,0,0
22,3.28,3.65,3,1,4,0,8,9,76,61,54.34,4,0,2,53,85,1,1,1
23,2.1,3.98,0,1,3,4,10,10,40,33,68.63,0,0,8,28,44,2,1,0
23,3.85,2.75,0,5,4,2,1,7,70,35,68.99,1,0,8,12,77,4,0,0
21,3.92,2.5,3,9,5,4,8,5,44,43,81.85,1,1,7,48,48,2,0,0
20,2.38,2.23,0,5,0,3,7,5,81,62,58.91,2,1,4,24,19,1,0,0
24,3.35,2.28,2,4,5,3,5,6,63,76,73.75,3,1,7,87,52,0,1,0
20,2.18,3.71,1,8,1,0,6,2,89,17,77.6,2,0,6,99,16,4,1,0
24,3.46,3.18,3,5,5,2,4,1,86,80,94.54,0,0,7,22,7,1,1,1
20,2.69,3.75,1,1,2,2,9,1,62,44,76.33,0,0,1,25,6,1,0,0
23,3.36,3.58,1,7,0,1,9,3,50,38,56.6,0,0,5,47,36,1,1,0
22,2.75,3.35,1,4,3,1,10,1,53,91,55.07,0,1,5,35,99,3,0,1
22,2.29,3.22,3,5,2,3,1,9,49,25,96.21,3,1,7,5,48,0,0,0
21,2.81,2.1,0,6,5,4,9,10,97,77,98.98,1,0,4,79,67,4,1,1
24,2.23,3.74,2,7,2,4,3,5,89,100,58.35,2,1,1,73,29,0,1,1
24,3.15,2.84,0,2,4,0,2,9,75,74,87.57,1,0,3,38,51,3,1,1
24,2.08,3.12,2,1,2,2,4,5,62,95,62.54,4,1,4,56,53,4,1,1
23,3.05,2.04,0,3,2,3,4,1,60,23,91.65,2,0,5,90,51,2,0,0
24,3.77,3.87,1,1,5,4,9,7,63,57,54.83,0,1,8,65,84,0,1,1
22,3.68,3.81,1,4,1,1,4,7,51,94,71.86,0,1,8,9,41,3,0,1
23,3.77,3.09,2,6,5,3,5,4,59,49,79.8,4,1,2,71,26,2,0,0
20,3.84,3.15,3,5,3,0,6,3,34,71,92.63,2,0,10,8,2,3,0,0
24,2.21,3.41,0,4,0,3,4,1,70,38,92.84,3,1,4,76,94,4,1,0
24,2.26,2.53,1,7,4,4,1,7,74,71,59.21,3,0,2,71,15,0,0,0
20,3.11,2.44,2,6,1,0,2,5,90,30,98.36,0,1,5,26,76,3,0,0
24,3.79,3.35,0,3,0,1,3,10,42,82,81.93,0,1,4,45,70,4,1,1
20,3.95,2.21,2,9,0,1,4,1,38,35,82.94,0,0,2,62,74,3,0,0
23,2.09,2.91,3,5,1,4,5,1,64,38,94.45,4,1,3,41,97,1,1,0
22,2.71,2.99,3,1,4,0,10,3,47,95,66.01,4,0,3,84,41,0,1,1
20,2.43,2.76,0,6,3,1,10,3,41,20,70.76,1,1,7,40,74,1,1,0
21,3.51,2.37,3,5,1,0,3,2,70,22,99.25,4,1,4,33,95,3,1,0
20,3.28,2.71,0,8,1,3,1,8,45,53,50.83,2,1,1,92,55,2,1,0
24,2.24,2.68,0,4,1,2,8,8,42,35,93.36,4,0,5,29,32,4,0,0
23,2.97,3.0,3,1,4,2,8,6,47,14,92.13,2,0,6,43,28,2,0,0
23,3.37,3.35,2,2,1,2,4,5,80,1,63.12,3,0,6,79,94,2,0,0
20,3.56,3.94,2,8,1,1,7,6,62,75,91.08,1,1,10,0,90,1,1,1
22,2.04,2.29,0,8,2,4,4,1,99,69,66.51,4,0,2,44,61,4,1,0
21,3.78,3.75,1,5,2,2,3,2,96,37,81.45,3,1,5,46,65,3,1,0
23,3.14,2.57,0,6,2,4,7,7,83,64,72.34,2,0,4,92,7,3,0,0
24,3.62,3.18,2,2,2,2,6,1,35,49,55.07,1,0,5,29,42,3,0,0
24,3.62,3.09,0,9,1,3,1,8,65,89,94.77,3,1,7,21,46,3,0,1
22,2.38,3.11,2,6,2,2,9,3,84,86,77.26,2,0,3,14,11,1,1,1
23,2.22,3.45,3,9,0,4,2,4,79,0,74.09,1,0,8,83,83,4,1,0
